classifier,date,text,type
1,Fri Jun 19 21:09:10 PDT 2009,"I'm looking forward to going to my cousins, sams the sh!t...haha ilove her. I miss astoria this place isn't the same with out her ",train
1,Fri Jun 19 21:31:09 PDT 2009,Shoot I miss my boo ,train
1,Fri Jun 19 21:39:20 PDT 2009,"@skycherish tho the link dosent show..u can still see my location!! A loose, loose situation ",train
1,Fri Jun 19 21:51:42 PDT 2009,"It makes me to jitter, does Twitter- It does not show adroitness - NO, IT'S POINTLESS ",train
1,Fri Jun 19 22:01:41 PDT 2009,the weather in australia I bloody miserable. just slid out on my bike at the skate park ,train
1,Fri Jun 19 22:53:47 PDT 2009,I really want a Boston Terrier. ,train
1,Fri Jun 19 23:45:45 PDT 2009,@adelle_j  bugger didn't read ahead only for mac atm  stupid macs,train
1,Fri Jun 19 23:54:59 PDT 2009,Not this again.  i hate feeling like this.  ,train
1,Sat Jun 20 00:00:34 PDT 2009,The police came and shut our shit DOWN... Its 2am I guess ill call it a night now ,train
1,Sat Jun 20 00:02:22 PDT 2009,I am about to die from a food coma ,train
1,Sat Jun 20 00:47:18 PDT 2009,Heading in to work on a Saturday ,train
1,Sat Jun 20 01:46:40 PDT 2009,miss my superfast internet!!  get it back end of july WOOHOO!!!,train
1,Sat Jun 20 01:50:16 PDT 2009,Lost the library book (Waiting for Mahatma) at Mustafa ,train
1,Sat Jun 20 02:04:35 PDT 2009,finally got home and peed. had to pee since i left prom. i predict a very unfortunate future for my bladder ,train
1,Sat Jun 20 02:14:39 PDT 2009, that ball coveres in oil or something?!?!? Stadium looks cold!!!,train
1,Sat Jun 20 02:44:05 PDT 2009,Indian Diamond dealers and manufacturers are speculating with prices ,train
1,Sat Jun 20 02:56:22 PDT 2009," But somewhere we went wrong,  we were once so strong,  Our loovvve is like a song. YOU CANT FORGET IT! :L",train
1,Sat Jun 20 03:01:12 PDT 2009,"Dammit, I'm so tired I'm not tired (you insomniacs know what I mean) and I have cramps now  #squarespace #trackle",train
1,Sat Jun 20 03:07:38 PDT 2009,@reginacassandra Totally.. Mannnn.  shouldn't you be sleeping?! Ahahhaha. I love you too.&lt;3,train
1,Sat Jun 20 03:55:51 PDT 2009,"Oh dear godess I'm beat, so tired having worked from 7-12. Lots of things to do   I have to be back at 16, work til 21.30..Not so much yay",train
1,Sat Jun 20 04:08:40 PDT 2009,"@gabebondoc but gabegabegabe, when are you playing here in the philippines?! we need some of your sweet bondoc boomage  fahreals",train
1,Sat Jun 20 04:12:58 PDT 2009,"@jackfaulkner It was BUSY AS FUCK  I'm still knackered. Still, FIN OV DA MONEYIS",train
1,Sat Jun 20 04:43:50 PDT 2009,bored as...  so the first man killed while on twitter ay?,train
1,Sat Jun 20 04:49:48 PDT 2009,I've got to go and do the Asda big shop  hate it!!!,train
1,Sat Jun 20 05:17:30 PDT 2009,@gabsoriano I cried!!!!! Dont let me listen to songs like that again  it's the most wonderful piece but the most heartbreaking too.,train
1,Sat Jun 20 05:22:26 PDT 2009,Most awesomest wedding is all done. Can't wait to blog it....at the studio tomorrow at 8am ,train
1,Sat Jun 20 05:34:19 PDT 2009,i always smell like restaurants after i finish work ,train
1,Sat Jun 20 05:57:11 PDT 2009,qotta qo 2 work ,train
1,Sat Jun 20 06:48:23 PDT 2009,finally finished with the news. still have 50 minutes to do  i hope the 'magazin' is a long episode.,train
1,Sat Jun 20 07:00:53 PDT 2009,up for the day after a long night. wish i could sleep.  miss you grandpa. &lt;3,train
1,Sat Jun 20 07:10:58 PDT 2009,last night was like &quot;WOW&quot; in a bad way. i can't wait to go out and get things out of my mind for a few hours. ,train
1,Sat Jun 20 08:25:00 PDT 2009,@emdietrich have fun seeeeing taylor tomorrow.. and ed.. and well EVERYONE! i'm jealous  i'll be looking for you on tv ;),train
1,Sat Jun 20 10:01:54 PDT 2009,@amy_doyle exactally ,train
1,Sat Jun 20 10:05:59 PDT 2009,"I want to be a dork and stay on my brand new laptop all day, not go to work for 8-9 hours fml ",train
1,Sat Jun 20 10:20:13 PDT 2009,damn people posting links to nasty shit while claiming they're links to Iran stuff. ,train
1,Sat Jun 20 10:20:49 PDT 2009,I wanna go to a movie tonight but i have to work ,train
1,Sat Jun 20 10:59:19 PDT 2009,It's so hot ur clothes sticks to u. ,train
1,Sat Jun 20 11:20:40 PDT 2009,@HiggsBoson23 aw man...I miss Cedar Point. ,train
1,Sat Jun 20 11:45:19 PDT 2009,day off... too bad I have to spend the afternoon cleaning and doing laundry and such ,train
1,Sat Jun 20 12:26:14 PDT 2009,im going to miss the big bang theory!!!!!!  &lt;3,train
1,Sat Jun 20 13:55:11 PDT 2009,@DoubtfulDella move to Canada and work with me!!! &lt;3 Im sorry things are rough for you lately  *hug*,train
1,Sat Jun 20 15:45:24 PDT 2009,and i couldn´t see the rain ,train
1,Sat Jun 20 16:42:53 PDT 2009,"It has been pointed out in my inebriation tjat I typed Mohammed Suresh, when of course, it should be Mohinder. My geek card is forfeited ",train
1,Sat Jun 20 17:40:54 PDT 2009,I came third !   http://twitpic.com/7yjpn,train
1,Sat Jun 20 18:08:01 PDT 2009,"watching a movie, and missing her best friendd thats in north carolinaa ",train
1,Sat Jun 20 19:25:04 PDT 2009,Don't think I can give up french fries no matter how hard I try  http://twitpic.com/7ywe3,train
1,Sat Jun 20 19:48:30 PDT 2009,@webcrush yay!!!  Have a great day with her!! Tomorrow morning ... i leave my daddy for NJ... ,train
1,Sat Jun 20 19:58:55 PDT 2009,@QueenMiMiFan 4real? but she´s like miles away.. lol.. i thought it was me!!!!!!!!  JK loveya! mwah!,train
1,Sat Jun 20 20:11:24 PDT 2009,@kieronturner i'm sure we'll continue to miss her deliciousness without our favourite artist media alert! ,train
1,Sat Jun 20 20:17:47 PDT 2009,The tram broke down.  freakin terrorists.  http://twitpic.com/7z2or,train
1,Sat Jun 20 20:35:47 PDT 2009,"@Nemislovexo me too, I'll sit there and cry and have no shame in it.  I feel you girl.",train
1,Sat Jun 20 20:38:49 PDT 2009,homework time ,train
1,Sat Jun 20 21:15:54 PDT 2009,@PrinceSammie Hell No!! Don't Release No Sex Tape It'll Be Bad 4 Ur Image ,train
1,Sat Jun 20 21:19:57 PDT 2009,still doing prive next week...all beautiful well put together ladies let me kno if ur in. *looks for @nadialoren but she's n philly ,train
1,Sat Jun 20 21:29:22 PDT 2009,getting ready to go out to eat w/ immi&amp;peter . the weather kills it though ,train
1,Sat Jun 20 21:38:23 PDT 2009,...back to work ,train
1,Sat Jun 20 22:26:50 PDT 2009,@ummkujo  would of if I was home! For sure.,train
1,Sat Jun 20 22:37:42 PDT 2009,"@dee011902 hopefully, he will decide to do better this time around. Maybe have something to do with them. Its a shame how hes missed out ",train
1,Sat Jun 20 22:58:04 PDT 2009,@SoulRanch  maybe putting on your space helmet will help.,train
1,Sat Jun 20 23:06:09 PDT 2009,ow. tummy hurts ,train
1,Sat Jun 20 23:52:24 PDT 2009,It's been made very clear 2 me the my bberry HATES me! It's refusal 2 charge is a clear indication that our love affair is ending  fml,train
1,Sun Jun 21 00:00:38 PDT 2009,Stupid laptop just turning itself off randomly  have to go now,train
1,Sun Jun 21 00:37:53 PDT 2009,"@lliswerryguy That's not fair, how can you not have a hangover ",train
1,Sun Jun 21 03:34:43 PDT 2009,"Ohhh man finally I get to sleep, it's been a long day w/o my naps ",train
1,Sun Jun 21 03:55:04 PDT 2009,i soooo want my pc back  hate not beein online all the time :\,train
1,Sun Jun 21 03:57:45 PDT 2009,i'll miss twitter  ,train
1,Sun Jun 21 05:12:12 PDT 2009,I completely hate it when i fall sick when am on a holiday! ,train
1,Sun Jun 21 06:01:07 PDT 2009,@fantasmasolita what did they do ,train
1,Sun Jun 21 06:52:11 PDT 2009,I don't like this ,train
1,Sun Jun 21 08:02:46 PDT 2009,at the airport.  i dont want to go home!,train
1,Sun Jun 21 08:47:24 PDT 2009,Just got to work...I'm always late on sunday  I need to get it together here!,train
1,Sun Jun 21 09:06:30 PDT 2009,@rosigolan Oh when in December!? I'm going to be in LA from 1st december - 18 december...  ,train
1,Sun Jun 21 09:37:33 PDT 2009,@adam720 http://twitpic.com/7zonx - This is right across the street from my old apt.  Meeemories...,train
1,Sun Jun 21 09:44:17 PDT 2009,wants to go on holiday ,train
1,Mon Jun 22 12:21:43 PDT 2009,"sorry twitter  I forgot about you for a while. Im gonna post tonssss of updates this summer, so it's all good now ",train
1,Mon Jun 22 12:57:03 PDT 2009,Hanging around the house today.  Then off to the dentist.  ,train
1,Mon Jun 22 13:52:01 PDT 2009,and i'll never get a ring on my finger  fml,train
1,Mon Jun 22 13:52:08 PDT 2009,Is hella cranky today.   .......,train
1,Mon Jun 22 17:07:10 PDT 2009,@kjade07 sounds awesome. But I think I'm gonna stay home this wknd. ,train
1,Mon Jun 22 17:20:43 PDT 2009,Oh no... My laptops battery is dying  the only thing that was keeping me sane on this trip back home,train
1,Mon Jun 22 18:41:11 PDT 2009,coming home. super loud  but i got a coooooool shirt ,train
1,Mon Jun 22 19:12:56 PDT 2009,Goodbye ohio! You will be missed... ,train
1,Tue Jun 23 07:50:27 PDT 2009,@liamr Kelso is really warm today.. no wind either  my mac says Glasgow is 24 degrees?!!,train
1,Tue Jun 23 08:01:43 PDT 2009,"@Hey_Steph Nothing wrong with boob sweat, well unless it's on a fat girl ",train
1,Tue Jun 23 09:35:39 PDT 2009,ugh dreading that I start work in a few ,train
1,Tue Jun 23 10:10:37 PDT 2009,@trickyshirls Not really hun more resources for Autism in schools etc would be good..Communication the biggest area of need ,train
1,Tue Jun 23 10:22:42 PDT 2009,"Totally could go for a juicy cheesesteak sandwhich with some crispy waffle fries. Alas, I'll be having an apple ",train
1,Tue Jun 23 11:05:20 PDT 2009,i didn't bring enough dressing for my salad today.. now i am sad. ,train
1,Tue Jun 23 11:25:09 PDT 2009,@benwritessings it was postponed ,train
1,Tue Jun 23 11:29:16 PDT 2009,"thinks the 'Ugly Betty' finale for season 3 was so sad  yes, i cried..",train
1,Tue Jun 23 12:34:48 PDT 2009,"@LadyTravelsalot some italian like me prefer Obama, but unfortunately we have Berlusconi ",train
1,Tue Jun 23 12:38:22 PDT 2009,"Auditions thurs &amp; sat already. Sadly, don't pay ",train
1,Tue Jun 23 12:50:50 PDT 2009,i guess i'm just now realizing that they're a really big deal now ,train
1,Tue Jun 23 12:51:41 PDT 2009,Still not feeling to good  been in bed since 10 this morning. Thanks for the feel better wishes from everyone.,train
1,Tue Jun 23 12:57:36 PDT 2009,"@jonathangarcia btw, thanks for NOT warning me that the sky was about to pour on me when i left for lunch.... ",train
1,Tue Jun 23 13:14:48 PDT 2009,Praying for no traffic on I84...wishful since it is rush hour commuting time ,train
1,Tue Jun 23 13:53:07 PDT 2009,@cakey Hello love. I have been looking for you. Are you ok? Yesterday must've been a long day  x,train
1,Tue Jun 23 14:13:33 PDT 2009,She is home...and then after an hour she is back in hospital...why life isn't fair?why does it have to be like that?some inocent kid ,train
1,Tue Jun 23 15:00:02 PDT 2009,last practice  but i am so excited for miami tomorrow!! bye,train
1,Tue Jun 23 15:54:24 PDT 2009,@sharkstyliens I have a meeting I totally forgot about so Unless we can meet real late we will have to reschedule ,train
1,Tue Jun 23 15:54:40 PDT 2009,@Ms_Jade I'm hungry too  hit me on txt whats deal,train
1,Tue Jun 23 15:55:03 PDT 2009,Rain has ruined another evening of tennis ,train
1,Tue Jun 23 16:02:09 PDT 2009,ian won't come home until 12 tonight...darren and i are going crazy without him ,train
1,Wed Jun 24 21:29:05 PDT 2009,"@andrawatkinscmc ha!  true... well, if you feel better, I was doing good, came home and my stepson had Taco Bell..yeah, I had a little ",train
1,Wed Jun 24 21:57:51 PDT 2009,"@mellieweena omg I want Money thrown at me too  asleep or not, haha.",train
1,Wed Jun 24 22:17:45 PDT 2009,Isn't feeling well at all. Greeted with severe nausea this morning. Just continuing my downward spiral  feeling low,train
1,Wed Jun 24 23:05:51 PDT 2009,@reneeuzong I'm also working on flashcards instead of sleeping.  Soon we will be done!,train
1,Wed Jun 24 23:22:00 PDT 2009,and my hair hurts ,train
1,Wed Jun 24 23:30:11 PDT 2009,@SUPERSNAKE1 i know....u end up on the damn computer too much...amazing how productive i am when i don't get on this thing ,train
1,Thu Jun 25 00:59:08 PDT 2009,says it is not fair! I want a bumble bee transformer! A real ones! ,train
1,Thu Jun 25 03:42:36 PDT 2009,no classes for 2 days because of typhoon Feria ,train
1,Thu Jun 25 03:48:36 PDT 2009,noo only 3 minutes left of internet  i miss everysingle one of you. have fun at school tomorrow while im riding sheep here in new zealand.,train
1,Thu Jun 25 03:59:57 PDT 2009,@planetbeing it sucks that the devteam can't come up with anything without some a-hole trying to make a profit out of it ,train
1,Thu Jun 25 04:31:07 PDT 2009,I really wish Chuck would tell Blair he loved her ,train
1,Thu Jun 25 04:33:32 PDT 2009,@TheAnand The only way is to use 'mark as spam'. No other option left. We are no so lucky to block every unwanted mail. ,train
1,Thu Jun 25 04:51:45 PDT 2009,"http://twitpic.com/8d4i5 - XBench results with stock HDD. It's slow, but at least it works... ",train
1,Thu Jun 25 04:57:05 PDT 2009,the hottest american guy just served me in costas. I feel like a traitor to starbucks ,train
1,Thu Jun 25 05:00:11 PDT 2009,How am I awake???  I was up all night with my sick 1 year old...and I mean aaaaaaaaall night. ,train
1,Thu Jun 25 05:07:46 PDT 2009,still have a bad headache... damn it!! wanted to go to self-defence today ... ,train
1,Thu Jun 25 05:21:57 PDT 2009,"@ahj RIP The Bay, Aberystwyth! No more nights in The Bay ",train
1,Thu Jun 25 05:22:53 PDT 2009,Is working like 3 billion hours at work over the next few weeks ,train
1,Thu Jun 25 05:25:38 PDT 2009, worst moment of my lifeeee... WILSON IS MOVING TO COLORADOOOO,train
1,Thu Jun 25 05:47:06 PDT 2009,http://twitpic.com/8d7mq - I miss my mommy! I wanna go home ,train
1,Thu Jun 25 07:59:51 PDT 2009,well. grad's over. i gotta feeling wouldnt work at the stupid dance  somebody sneaked off. guess those ppl dont care bout friends. w/er.,train
1,Thu Jun 25 09:06:03 PDT 2009,"@seenandsaid  I hear thunder, too.  ",train
1,Thu Jun 25 09:06:34 PDT 2009,I can't get past 79 on flight control. ,train
1,Thu Jun 25 09:33:04 PDT 2009,@stationstops ugh I am so sorry that happened!!! That sucks. Pamper her tonight to ease the bad memory.  glad she wasn't hurt.,train
1,Thu Jun 25 09:42:51 PDT 2009,Sold out ,train
0,Mon Apr 06 22:48:00 PDT 2009,Lamb Chowmein for dinner tonight.... hhhmmm with slightly roasted buttered dinner rolls! YUM YUM YUM... so hungry ,train
0,Tue Apr 07 00:22:41 PDT 2009,Hi Rhian this is my first post on twitter so hope it works ok. My MBT's r fab - it's a pity I can't wear them 2 work. Hv a good day ,train
0,Tue Apr 07 01:19:06 PDT 2009,Whatta Hot afternoon! ,train
0,Tue Apr 07 02:03:40 PDT 2009,JUST SAW THE WOLVERINE TRAILER ! fucking a !!!! ,train
0,Tue Apr 07 02:19:19 PDT 2009,@modejunkie awww sweetness! But he's still a cutie! ,train
0,Tue Apr 07 02:54:38 PDT 2009,@tashkins thanks ,train
0,Tue Apr 07 03:03:48 PDT 2009,at work. I'm gonna go home. ,train
0,Tue Apr 07 04:34:28 PDT 2009,had a good night last night;cant wait til wednesday... ,train
0,Tue Apr 07 06:09:50 PDT 2009,@nick_carter I love that you guys have fully embraced Twitter because we love knowing what you're doing all the time. ,train
0,Tue Apr 07 06:34:58 PDT 2009,"@kdurose yep, but we fought back well. think it will turn out to be the decisive moment in winning the league again though ",train
0,Tue Apr 07 08:05:20 PDT 2009,"@DanielThe1st Then I`m right behind you, my man. Feeling good is the first and foremost priority!!! Bravo! ",train
0,Tue Apr 07 08:30:11 PDT 2009,@gelojico Are you coming on the 20th? GE09 thing. Ask Gil ,train
0,Tue Apr 07 08:36:08 PDT 2009,"First Iowa legalizes same-sex marriage, now Vermont? Good job USA! ",train
0,Fri Apr 17 21:22:14 PDT 2009,@polybi2 Hi there.  ,train
0,Sat Apr 18 07:21:30 PDT 2009,Watching a dvd and doing my coursework...what fun !  x,train
0,Sat Apr 18 09:06:49 PDT 2009,The boys are getting a hard on in the water at the pool with the chick lifeguard. AH! FAT GUY WITH FARMER'S TAN! Hahaha. ,train
0,Sat Apr 18 09:11:53 PDT 2009,is absolutely loving blue skies and sun in Hampstead Heath - w00t! 15�C too! ,train
0,Sat Apr 18 10:42:21 PDT 2009,it's a beautiful rainy day ,train
0,Sat Apr 18 14:45:08 PDT 2009,"@juliedward Hey, Girl!! How are you? I'm doing homework and it stinks!!! Can't wait for school to be OVER. ",train
0,Sat Apr 18 15:10:20 PDT 2009,"[Creedence Clearwater Revival � Fortunate Son] Hello @adbert, doing well. Thank you for asking. And you?  ? http://blip.fm/~4ju9z",train
0,Sat Apr 18 15:15:20 PDT 2009,had the best walk through Hanham woods and supper at Ma Beese's tearooms!  Beeser salad for life &lt;3 &lt;3,train
0,Sat Apr 18 15:30:14 PDT 2009,"Slept super late haha, passed my G.E.D. ",train
0,Sat Apr 18 16:00:24 PDT 2009,Helping @sandyrockx with the bbyshower! ,train
0,Sat Apr 18 17:14:02 PDT 2009,@AlexAllTimeLow urgh please do that at cttttttttt. in store!! ,train
0,Sat Apr 18 22:07:43 PDT 2009,@parislemon http://twitpic.com/3kdo8 - Congratulations ,train
0,Sat Apr 18 22:57:46 PDT 2009,"@ScottBourne congratulations on mydl, great work as always. Keep it up  I lostbed to both episodes today and also subscribed on iTunes",train
0,Sat Apr 18 23:07:59 PDT 2009,Myspacin it  xD,train
0,Sun Apr 19 00:53:01 PDT 2009,"I just spent 20 minutes digging in my attic for old school books. Finally found them, but, even better, James Dean photos and old cameras ",train
0,Sun Apr 19 01:07:55 PDT 2009,@rustyrockets dont get up 2 anything mischevious now haha! we dont want another phone scandel lol! good luck  x,train
0,Sun Apr 19 01:13:36 PDT 2009,"Just joined the NRA! Excited for my shooter's cap, card &amp; decal! ",train
0,Sun Apr 19 02:13:45 PDT 2009,"@aisyaazli heehee.  Np. Do your best, yeah? For ME.    and yourself of course. but ME IS SPECIAL. ",train
0,Sun Apr 19 02:22:18 PDT 2009,"@nickless I don't mind if you tweet in German, as long as you have someone there to understand you ",train
0,Sun Apr 19 02:42:58 PDT 2009,is watching &quot;So You Think You Can Dance&quot; ,train
0,Sun Apr 19 03:23:26 PDT 2009,Sitting looking out hte door and the sun is shining ,train
0,Sun Apr 19 04:34:16 PDT 2009,@unknownfilms Pics &amp; a link!! YEAH!! ,train
0,Sun Apr 19 06:59:13 PDT 2009,"@affrodite thx much, sis for that r/t ",train
0,Sun Apr 19 07:19:37 PDT 2009,heading to Panera with @laserem. Coffee and bagels is our Sunday morning ritual. ,train
0,Sun Apr 19 07:54:57 PDT 2009,Nice day in NY. Going out for some breakfast with the family. Wearing the logo gear of course.   http://twitpic.com/3lhgp,train
0,Sun Apr 19 08:49:50 PDT 2009,GOOD MORNING!!   SENDING HUG'S&amp;KISSES TO ALL MY TWITTER FAM..OXOOXXOXOXOOXOXXOO,train
0,Sun Apr 19 09:00:09 PDT 2009,@scarletletterm sounds nice!! But u would be better with a full English inside you!!! ,train
0,Sun Apr 19 09:10:10 PDT 2009,hopefully gonna walk around later ,train
0,Sun Apr 19 09:45:12 PDT 2009,Heavy eyelids...time for sleepy byes. Into bed I will climb. And sleep in I shall! ,train
0,Sun Apr 19 10:50:42 PDT 2009,definatley a movie day ,train
0,Sun Apr 19 11:50:54 PDT 2009,@RenzoMusic Is that McDonalds or McDowells! ,train
0,Sun Apr 19 22:52:19 PDT 2009,"@SiahWalker great energy in this clip Siah, that was a blast ",train
0,Mon Apr 20 02:17:54 PDT 2009,@KerryCATTELL What About Black.Black Goes With Anything..But I Bet You Get Somthing Pink And Girly  x,train
0,Mon Apr 20 02:52:45 PDT 2009,"@josiefraser I wonder who's 1st on cursebird, cause I really want to follow them ",train
0,Mon Apr 20 03:08:32 PDT 2009,"Woosh. Stand Still, Look Pretty - The Wreckers. ",train
0,Mon Apr 20 03:48:52 PDT 2009,"@dannywood Oooooh, u lucky one! Wish I could do the same! Night, night  Lots of love from Prague, Czech republic x x x",train
0,Mon Apr 20 03:53:44 PDT 2009,@marnielou22 I'll be going to both  Also Budapest to see the Labyrinth under the city!,train
0,Tue Apr 21 00:05:47 PDT 2009,Went running in Regents Park London before the usability course. Ready to rock and roll ,train
0,Tue Apr 21 00:36:01 PDT 2009,"Hopefully the next time I'm free..can go up and buy Kamen Rider Black, Black RX, 555 &amp; Kabuto DVD...Haha..Wishful thinking ",train
0,Tue Apr 21 01:16:11 PDT 2009,"Morning all...up early, hair appointment @ 11 so looking forward to banishing these roots to a mere memory ",train
0,Tue Apr 21 01:25:57 PDT 2009,@lumplumps Just messing with u babes ,train
0,Tue Apr 21 03:11:36 PDT 2009,"@danielbridge text me if your staying there may go for a walk again, and can leave my bag in centre. ",train
0,Tue Apr 21 03:16:53 PDT 2009,Eating pasta and meatballs for brekky ,train
0,Fri May 01 20:35:29 PDT 2009,learned a new song ,train
0,Fri May 01 20:50:44 PDT 2009,"Had a great healthy living lecture today with 75 attendees, great turn out! ",train
0,Fri May 01 20:55:24 PDT 2009,Lol!! Congrats to The Beach Girl5. Most favorite band.. Love themm!!!!!! ,train
0,Fri May 01 21:20:45 PDT 2009,@DENISE_RICHARDS we love you out here in Malaysia ,train
0,Fri May 01 23:41:07 PDT 2009,Now its a little bit Oblivion...with guns. Oh...and still crap.  its one of THOSE friday nights I guess...,train
0,Sat May 02 01:01:09 PDT 2009,05 AM in Brazil   So early! hahahh,train
0,Sat May 02 01:36:44 PDT 2009,wants to hang out with her friends ,train
0,Sat May 02 02:21:59 PDT 2009,Just described Corp Gov paper as 'definitely getting there'.  It's official: the end is in sight!!   ,train
0,Sat May 02 02:26:45 PDT 2009,"@_supernatural_ okay, have fun  Can't wait to see the results.",train
0,Sat May 02 03:15:56 PDT 2009,"@sarahshaffer  Welcome to twitter, tweeter.  ",train
0,Sat May 02 04:22:13 PDT 2009,@December_Skies YES! LOL XD I have that interview on my iPod ,train
0,Sat May 02 04:57:20 PDT 2009,chilling ..horned up and looking .. hit me up ,train
0,Sat May 02 05:37:12 PDT 2009,"@thelovelyval Bull.  You do more than drink &amp; watch, you stand next to me  &amp; bring me good luck too!!  It was great to see you last night ",train
0,Sat May 02 08:58:30 PDT 2009,"At State Theatre in NB for FREE milk and cookies show. Gonna get some culture, dang it. ",train
0,Sat May 02 10:17:57 PDT 2009,good afternoon. here i am  starting my day..,train
0,Sat May 02 12:58:14 PDT 2009,At the lake with kels ,train
0,Sat May 02 23:49:58 PDT 2009,@fakejenblair but you're the only Jen Blair I care about ,train
0,Sat May 02 23:50:27 PDT 2009,What a great day  Not looking forward to studying tomorrow though!,train
0,Sun May 03 01:40:46 PDT 2009,"I dun lost my mind, ",train
0,Sun May 03 02:31:44 PDT 2009,hailing on our stage and the kids are still going hard ,train
0,Sun May 03 02:36:25 PDT 2009,im sooo bored i cant sleep and im happy   ,train
0,Sun May 03 02:41:11 PDT 2009,"@LouisTrapani As an exceedingly short person who @dubbayoo likes to torment, I'm sometimes hope the world gets him back for his height. ",train
0,Sun May 03 03:02:04 PDT 2009,watching the logies and cooking parmi ,train
0,Sun May 03 04:27:29 PDT 2009,Liverpool is bathed in Sunshine today again..BRILLIANT!Hoping for a nice little 3 points today at Anfield..it's a must!! Come on Redmen! ,train
0,Sun May 03 04:48:00 PDT 2009,@nicolerichie there's nothing better than an AWESOME hairdresser!! we r so far and few between!! we care about u &amp; ur hair!! hehehe!! ,train
0,Sun May 03 04:58:39 PDT 2009,"@cacsb911 Oh OK. Well, hopefully you'll still have time to have fun ",train
0,Sun May 03 07:14:49 PDT 2009,"@andyfrahm @dorafang @jimboxp  Thanks for the responses last night, but I lost my right to party and had to go to bed.  ",train
0,Sun May 03 07:15:15 PDT 2009,Good day  Things are changing and I'm not sure if I like it right now...I'm now going to learn how to &quot;Train My Brain&quot; on a Nintendo DS ,train
0,Sun May 03 07:35:15 PDT 2009,"Brunch today was so niiiiiiice  Now, just gonna chillax the rest of my Sunday... uh, maybe there's an extra pancake in the fridge - Yeah!",train
0,Sun May 03 08:41:21 PDT 2009,Just got my picture taken with David Blaise. He's so cute ,train
0,Sun May 03 09:06:41 PDT 2009,For all the cat lovers - a Poem on Cats  http://bit.ly/17n5lM,train
0,Sun May 03 16:23:47 PDT 2009,"i got out of work 2 hours early, thank you Nicole  now i have to study for my psychology test i have tomorrow morning.",train
0,Sun May 03 16:23:50 PDT 2009,My baby girl got her first tooth finally ,train
0,Sun May 03 16:29:10 PDT 2009,@MeredthSalenger Don't settle. There is no perfect. But there is &quot;perfect&quot;. My wife is my &quot;perfect&quot;. It'll happen. ,train
0,Sun May 03 16:34:14 PDT 2009,Cleaning house because we MIGHT have company later... listening to Craig playing keys in the garage.  Sunday perfection to me.,train
0,Sun May 03 17:14:05 PDT 2009,@davegarnar Everyone wants to look like they did a coupla years ago. You honestly have nothing to worry about ,train
0,Sun May 03 17:34:07 PDT 2009,@JennaIsWriting Yeah--he's cool!  I like him and Desmond (though he hasn't done much this season). ,train
0,Sun May 03 20:21:29 PDT 2009,"@Shaaaayna you can did it, I have faith ",train
0,Sun May 03 20:41:48 PDT 2009,@ari978 oh you will get the play by play and @hermorrine thank you ,train
0,Sun May 03 21:06:46 PDT 2009,I love it when they play Sade at restaurants. The Sweetest Taboo is my shit. ,train
0,Sun May 03 21:11:55 PDT 2009,i have everyone here dipping their bananas in protein powder. . it was a brainwave of mine and its delish. . problem is its my protein ,train
0,Sun May 03 21:16:39 PDT 2009,"LOVES ICE CREAM CONES!!! Just finished eatting my 3rd one, lol. I'm a fatty ",train
0,Sun May 03 21:42:08 PDT 2009,Is back from her trip to Oregon..  and back in CA ,train
0,Sun May 03 22:07:06 PDT 2009,@EileenMCastroMA Yeah!  She might be able to get into VIP. I'm trying my best. Hellivina said to have her call her &amp; she'll see if...,train
0,Mon May 04 01:02:23 PDT 2009,"Built a mini CDN over the past few days.. only has 3 locations (AU, EU, US) but it has GeoIP - quite fun to meddle with ",train
0,Mon May 04 01:12:39 PDT 2009,"@pandalion WOW! Totally awesome! Action Guinea Pigs! Want to go and see it now, NOW! Do you think we'd be allowed to take Lance? ",train
0,Mon May 04 04:43:33 PDT 2009,@mrsblankenship  can you follow me so I can DM you? ,train
0,Mon May 04 06:33:54 PDT 2009,@lilrainbow89 hi thanks for following me. u doing much? been a long time since i last chatted to u ,train
0,Sat May 09 18:10:30 PDT 2009,@twittess j� passo o link ,train
0,Sat May 09 19:20:45 PDT 2009,@avenueofthearts My Pleasure ,train
0,Sat May 09 19:51:13 PDT 2009,@watsjaydoin I've got 18 yr @ home &amp; 26 out the house &amp; they're always here! AND they bring FRIENDS! WHY?  Hope you have a blessed Day!,train
0,Sat May 09 20:01:12 PDT 2009,Happy Mothers' Day to my mom and all the mothers in the world ,train
0,Sat May 09 20:36:15 PDT 2009,loves my new twitter background...my two heros...wichita and kraussey!  haha,train
0,Sat May 09 20:50:59 PDT 2009,"@claudiajordan Nice! Elise rolled out  Thas wassup! Have fun, ladies!",train
0,Sat May 09 20:56:12 PDT 2009,"@MissXu Would *you* pay $60K for a lunch with Oscar de la Renta?  I don't see her hitting East Village shops, do you?",train
0,Sat May 09 22:51:47 PDT 2009,Going to woodland hills  gna swim and drink. Makin the best of a good day. Yee,train
0,Sat May 09 23:17:10 PDT 2009,@PlayForKeeps I made my parents add u guys on the family myspace...they were impressed by the song. ,train
0,Sun May 10 00:17:05 PDT 2009,I am having the TIME of my LIFE ,train
0,Sun May 10 01:52:39 PDT 2009,"Finally made it through Dead Space, that only took half a year ",train
0,Sun May 10 03:17:03 PDT 2009,@rudedoodle thankyou ,train
